TAHUN,SUBJEK,UNIT,TAJUK,SK,SP,,TEMA,TAJUK/KEMAHIRAN/NILAITERAS
Program Khas,PROGRAM SEKOLAH,-,PEMBUKAAN SEKOLAH,-,-,,-,-
Murid Ceria Guru Bahagia,PROGRAM SEKOLAH,,Murid Ceria Guru Bahagia,,,,,
Murid Ceria Guru Bahagia,PROGRAM SEKOLAH,,Murid Ceria Guru Bahagia,,,,,
Program Khas,PROGRAM SEKOLAH,-,PROGRAM KHAS,-,-,,-,-
Cuti Persekolahan,CUTI,-,CUTI - PENGGAL 1,-,-,,-,-
Cuti Persekolahan,CUTI,-,CUTI - PENGGAL 2,-,-,,-,-
Cuti Persekolahan,CUTI,-,CUTI AKHIR TAHUN,-,-,,-,-
2,ASAS 3M PPKI,,3.0 OPERASI TAMBAH (dalam lingkungan 20),3.2 Operasi Tambah,3.2.2 Menulis operasi tambah dalam:(i) bentuk ayat matematik(ii) bentuk lazim,,,3.0 OPERASI TAMBAH (dalam lingkungan 20)
2,ASAS 3M PPKI,,3.0 WRITING,3.1 Form and write words in neat legible print,3.1.1 Copy and write common sight words in neat legible print.,,,3.0 WRITING
2,ASAS 3M PPKI,,3.0  Kemahiran  menulis.,3.2 Menulis perkataan dan ayat secara mekanis,3.2.3 Menulis suku kata terbuka‚ perkataan dan ayat,,,3.0  Kemahiran  menulis.
2,ASAS 3M PPKI,,3.0 OPERASI TAMBAH (dalam lingkungan 20),3.2 Operasi Tambah,3.3.1 Menambah dua digit dengan satu digit tanpa mengumpul semula.,,,3.0 OPERASI TAMBAH (dalam lingkungan 20)
2,ASAS 3M PPKI,,3.0 OPERASI TAMBAH (dalam lingkungan 20),3.2 Operasi Tambah,3.3.2 Membina fakta asas tambah dengan menggunakan:(i) objek(ii) gambar(iii) nombor,,,3.0 OPERASI TAMBAH (dalam lingkungan 20)
2,ASAS 3M PPKI,,3.0 WRITING,3.1 Form and write words in neat legible print,3.1.1 Copy and write common sight words in neat legible print.,,,3.0 WRITING
2,ASAS 3M PPKI,,3.0 Kemahiran  menulis,3.3 Menulis frasa,3.3.1 Menyalin frasa yang mengandungi            perkataan yang terdiri daripada  dua     dan tiga suku kata,,,3.0 Kemahiran  menulis
2,ASAS 3M PPKI,,4.0 OPERASI TOLAK (dalam lingkungan 20),4.1 Konsep Tolak,4.1.1 Mengenali perbendaharaan kata yang relevan untuk konsep tolak.(Contoh: cari perbezaan‚ buang‚ asingkan dan hapuskan).,,,4.0 OPERASI TOLAK (dalam lingkungan 20)
2,ASAS 3M PPKI,,4.0 OPERASI TOLAK (dalam lingkungan 20),4.1 Konsep Tolak,4.1.2 Menyatakan hasil tolak dua kumpulan objek dengan menggunakan:(i) objek(ii) gambar,,,4.0 OPERASI TOLAK (dalam lingkungan 20)
2,ASAS 3M PPKI,,3.0 WRITING,3.1 Form and write words in neat legible print,3.1.2 Form and write words in neat legible print with correct spelling,,,3.0 WRITING
2,ASAS 3M PPKI,,3.0 Kemahiran  menulis,3.3 Menulis frasa,3.3.2 Menulis yang mengandungi          perkataan yang terdiri daripada           dua dan tiga suku kata,,,3.0 Kemahiran  menulis
2,ASAS 3M PPKI,,4.0 OPERASI TOLAK (dalam lingkungan 20),4.2 Operasi Tolak,4.2.1 Mengenal simbol ‘tolak’ (-) dan ‘sama          dengan’ (=),,,4.0 OPERASI TOLAK (dalam lingkungan 20)
2,ASAS 3M PPKI,,4.0 OPERASI TOLAK (dalam lingkungan 20),4.2 Operasi Tolak,4.2.2 Menulis operasi tolak dalam:(i) bentuk ayat matematik(ii) bentuk lazim,,,4.0 OPERASI TOLAK (dalam lingkungan 20)
2,ASAS 3M PPKI,,3.0 WRITING,3.2 Write and punctuate      sentences      appropriately,"3.2.1 Punctuate sentence correctly(i)	small letter (ii)	capital letter(iii)	comma(iv) full stop",,,3.0 WRITING
2,ASAS 3M PPKI,,3.0 Kemahiran  menulis,3.4  Menulis ayat tunggal,3.4.1 Menyalin ayat tunggal yang mengandungi perkataan dua dan           tiga suku kata,,,3.0 Kemahiran  menulis
2,ASAS 3M PPKI,,4.0 OPERASI TOLAK (dalam lingkungan 20),4.3 Menolak sebarang dua nombor.,4.3.1 Menolak satu digit daripada dua digit tanpa mengumpul semula,,,4.0 OPERASI TOLAK (dalam lingkungan 20)
2,ASAS 3M PPKI,,4.0 OPERASI TOLAK (dalam lingkungan 20),4.3 Menolak sebarang dua nombor.,4.3.2 Membina fakta asas tolak dengan  menggunakan;(i) objek(ii) gambar(iii) nombor,,,4.0 OPERASI TOLAK (dalam lingkungan 20)
2,ASAS 3M PPKI,,3.0 WRITING,3.2 Write and punctuate      sentences      appropriately,"3.2.1 Punctuate sentence correctly(iv)	small letter (v)	capital letter(vi)	comma(iv) full stop",,,3.0 WRITING
2,ASAS 3M PPKI,,3.0 WRITING,3.2 Write and punctuate      sentences      appropriately,3.4.2 Menulis ayat tunggal yang          mengandungi perkataan dua dan                 tiga suku kata,,,3.0 WRITING
2,ASAS 3M PPKI,,5.0 WANG,5.1 Wang Malaysia,5.1.1 Mengecam wang kertas RM1‚ RM5 dan RM10,,,5.0 WANG
2,ASAS 3M PPKI,,5.0 WANG,5.1 Wang Malaysia,5.1.2 Menamakan wang kertas RM1‚ RM5 dan          RM10,,,5.0 WANG
2,ASAS 3M PPKI,,5.0 WANG,5.1 Wang Malaysia,5.1.3 Mengenal simbol Ringgit Malaysia (RM),,,5.0 WANG
2,ASAS 3M PPKI,,5.0 WANG,5.1 Wang Malaysia,5.1.4 Menentukan nilai wang kertas RM1‚ RM5 dan RM10,,,5.0 WANG
2,ASAS 3M PPKI,,3.0 WRITING,3.2 Write and punctuate      sentences      appropriately,3.2.2 Copy and punctuate sentences.,,,3.0 WRITING
2,ASAS 3M PPKI,,4.0 Kemahiran komunikasi,4.1 Memerihalkan  mengenai keluarga,4.1.1 Bersoal jawab maklumat mengenai          keluarga:         (i) nama ahli keluarga         (ii) pekerjaan ahli keluarga         (iii) aktiviti ahli keluarga pada                waktu lapang,,,4.0 Kemahiran komunikasi
2,ASAS 3M PPKI,,6.0 MASA DAN WAKTU,6.1 Masa dalam unit jam,6.1.1 Mengenal nombor pada muka jam.,,,6.0 MASA DAN WAKTU
2,ASAS 3M PPKI,,6.0 MASA DAN WAKTU,6.1 Masa dalam unit jam,6.1.2 Mengenal jarum jam:(i) jarum pendek - jam(ii) jarum panjang -minit,,,6.0 MASA DAN WAKTU
2,ASAS 3M PPKI,,6.0 MASA DAN WAKTU,6.1 Masa dalam unit jam,6.1.3 Menyatakan waktu dalam unit jam,,,6.0 MASA DAN WAKTU
2,ASAS 3M PPKI,,6.0 MASA DAN WAKTU,6.1 Masa dalam unit jam,6.1.4 Menulis waktu dalam unit jam berpandukan jam analog,,,6.0 MASA DAN WAKTU
2,ASAS 3M PPKI,,6.0 MASA DAN WAKTU,6.1 Masa dalam unit jam,6.1.5 Melukis jarum pendek berdasarkan waktu,,,6.0 MASA DAN WAKTU
2,ASAS 3M PPKI,,3.0 WRITING,3.3 Write and present ideas through a variety of media using appropriate language‚ form and style,3.3.1 Create simple creative works: (i) greeting cards(ii) collage,,,3.0 WRITING
3,ASAS 3M PPKI,,1. KEMAHIRAN MENDENGAR DAN BERTUTUR,1.1. Mendengar dan memberi respons dalam pelbagai situasi,1.1.1. Mendengar dan memberi respons terhadap ayat perintah,,,1. KEMAHIRAN MENDENGAR DAN BERTUTUR
3,ASAS 3M PPKI,,1. KEMAHIRAN MENDENGAR DAN BERTUTUR,1.1. Mendengar dan memberi respons dalam pelbagai situasi,1.1.2. Melafazkan ayat perintah dalam pelbagai situasi,,,1. KEMAHIRAN MENDENGAR DAN BERTUTUR
3,ASAS 3M PPKI,,1. KEMAHIRAN MENDENGAR DAN BERTUTUR,1.2. Mendengar dan bercerita,1.2.1. Mendengar cerita berpandukan gambar bersiri.,,,1. KEMAHIRAN MENDENGAR DAN BERTUTUR
3,ASAS 3M PPKI,,1. KEMAHIRAN MENDENGAR DAN BERTUTUR,1.2. Mendengar dan bercerita,1.2.2. Menceritakan semula cerita yang didengar berpandukan gambar bersiri,,,1. KEMAHIRAN MENDENGAR DAN BERTUTUR
3,ASAS 3M PPKI,,1. KEMAHIRAN MENDENGAR DAN BERTUTUR,1.2. Mendengar dan bercerita,1.2.3. Bercerita berpandukan gambar bersiri.,,,1. KEMAHIRAN MENDENGAR DAN BERTUTUR
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.1. Membatang suku kata tertutup dalam perkataan,2.1.1. Membatang satu suku kata tertutup,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.1. Membatang suku kata tertutup dalam perkataan,2.1. Membatang suku kata tertutup dalam perkataan,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.1. Membatang suku kata tertutup dalam perkataan,2.1.2. Membatang dua suku kata tertutup,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.1. Membatang suku kata tertutup dalam perkataan,2.1.2. Membatang dua suku kata tertutup,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.1. Membatang suku kata tertutup dalam perkataan,2.1.3. Membatang suku kata tertutup,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.1. Membatang suku kata tertutup dalam perkataan,2.1.3. Membatang suku kata tertutup,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.1. Membatang suku kata tertutup dalam perkataan,2.1.4. Membatang perkataan dua suku kata tertutup dari pelbagai sumber,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.1. Membatang suku kata tertutup dalam perkataan,2.1.4. Membatang perkataan dua suku kata tertutup dari pelbagai sumber,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.2. Membaca ayat secara mekanis,2.2.1. Membaca perkataan dua suku kata tertutup,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.2. Membaca ayat secara mekanis,2.2.1. Membaca perkataan dua suku kata tertutup,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.2. Membaca ayat secara mekanis,2.2.2. Membaca frasa yang terdiri daripada suku kata tertutup,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.2. Membaca ayat secara mekanis,2.2.2. Membaca frasa yang terdiri daripada suku kata tertutup,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.2. Membaca ayat secara mekanis,2.2.2. Membaca frasa yang terdiri daripada suku kata tertutup,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.2. Membaca ayat secara mekanis,2.2.2. Membaca frasa yang terdiri daripada suku kata tertutup,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.2. Membaca ayat secara mekanis,2.2.3. Membaca ayat tunggal yang mengandungi suku kata tertutup,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,2. KEMAHIRAN MEMBACA,2.2. Membaca ayat secara mekanis,2.2.3. Membaca ayat tunggal yang mengandungi suku kata tertutup,,,2. KEMAHIRAN MEMBACA
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.1. Menulis suku kata tertutup,3.1.1. Menyalin suku kata tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.1. Menulis suku kata tertutup,3.1.1. Menyalin suku kata tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.1. Menulis suku kata tertutup,3.1.2. Menulis suku kata tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.1. Menulis suku kata tertutup,3.1.2. Menulis suku kata tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.2. Menulis perkataan secara mekanis,3.2.1. Menyalin perkataan suku kata tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.2. Menulis perkataan secara mekanis,3.2.1. Menyalin perkataan suku kata tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.2. Menulis perkataan secara mekanis,3.2.2. Menulis perkataan suku kata tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.2. Menulis perkataan secara mekanis,3.2.2. Menulis perkataan suku kata tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.3. Menulis frasa,3.3.1. Menyalin frasa yang mengandungi perkataan suku kata terbuka dan tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.3. Menulis frasa,3.3.1. Menyalin frasa yang mengandungi perkataan suku kata terbuka dan tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.3. Menulis frasa,3.3.2. Menulis frasa yang mengandungi perkataan suku kata terbuka dan tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.3. Menulis frasa,3.3.2. Menulis frasa yang mengandungi perkataan suku kata terbuka dan tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.4. Menulis ayat tunggal,3.4.1. Menyalin ayat tunggal yang mengandungi perkataan suku kata tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.4. Menulis ayat tunggal,3.4.1. Menyalin ayat tunggal yang mengandungi perkataan suku kata tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.4. Menulis ayat tunggal,3.4.2. Menulis ayat tunggal yang mengandungi perkataan suku kata tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,3. KEMAHIRAN MENULIS,3.4. Menulis ayat tunggal,3.4.2. Menulis ayat tunggal yang mengandungi perkataan suku kata tertutup,,,3. KEMAHIRAN MENULIS
3,ASAS 3M PPKI,,4. KEMAHIRAN KOMUNIKASI,4.1. Memerihalkan mengenai rakan,4.1.1. Bersoal jawab mengenai rakan tentang:i  Nama    ii. Umur    iii.  Jantina    iv.  Tempat tinggal    v. Hobi,,,4. KEMAHIRAN KOMUNIKASI
3,ASAS 3M PPKI,,4. KEMAHIRAN KOMUNIKASI,4.1. Memerihalkan mengenai rakan,4.1.1. Bersoal jawab mengenai rakan tentang:i  Nama    ii. Umur    iii.  Jantina    iv.  Tempat tinggal    v. Hobi,,,4. KEMAHIRAN KOMUNIKASI
3,ASAS 3M PPKI,,4. KEMAHIRAN KOMUNIKASI,4.1. Memerihalkan mengenai rakan,4.1.2. Bercerita tentang maklumat rakan.,,,4. KEMAHIRAN KOMUNIKASI
3,ASAS 3M PPKI,,4. KEMAHIRAN KOMUNIKASI,4.1. Memerihalkan mengenai rakan,4.1.2. Bercerita tentang maklumat rakan.,,,4. KEMAHIRAN KOMUNIKASI
3,ASAS 3M PPKI,,4. KEMAHIRAN KOMUNIKASI,4.2. Memerihalkan mengenai jiran,4.2.1. Bersoal jawab mengenai jiran tentang:i.  Nama   ii.  Pekerjaan    iii. Ahli keluarga,,,4. KEMAHIRAN KOMUNIKASI
3,ASAS 3M PPKI,,4. KEMAHIRAN KOMUNIKASI,4.2. Memerihalkan mengenai jiran,4.2.1. Bersoal jawab mengenai jiran tentang:i.  Nama   ii.  Pekerjaan    iii. Ahli keluarga,,,4. KEMAHIRAN KOMUNIKASI
3,ASAS 3M PPKI,,4. KEMAHIRAN KOMUNIKASI,4.2. Memerihalkan mengenai jiran,4.1.2. Bercerita tentang  maklumat jiran,,,4. KEMAHIRAN KOMUNIKASI
3,ASAS 3M PPKI,,4. KEMAHIRAN KOMUNIKASI,4.2. Memerihalkan mengenai jiran,4.1.2. Bercerita tentang  maklumat jiran,,,4. KEMAHIRAN KOMUNIKASI
1,BAHASA CINA (SK) 国小华语,,1.0 听说技能 Kemahiran Mendengar Dan Bertutur,1.1 进行口语交际。在日常生活中能有礼地与人交流，并遵守汉语交际的基本礼仪。,1.1.1进行口语交际。能听懂他人的简单问候，并作出反应，态度自然有礼。,,一 老师早安,1.0 听说技能 Kemahiran Mendengar Dan Bertutur
1,BAHASA CINA (SK) 国小华语,,1.0 听说技能 Kemahiran Mendengar Dan Bertutur,1.2 聆听话语。能听懂内容，抓住重点，作出适当的反应，并养成良好的聆听习惯。,1.2.1 聆听话语。能听懂日常生活的常用字词。,,二 你我他,1.0 听说技能 Kemahiran Mendengar Dan Bertutur
1,BAHASA CINA (SK) 国小华语,,1.0 听说技能 Kemahiran Mendengar Dan Bertutur,1.3 进行口头表达。能简单地讲述或说明个人和日常生活中所熟悉的话题，做到表达清楚，言语流畅自然。,1.3.1 进行口头表达。能用简单的词语说出基本的需求和给出指示，做到表达清楚。,,三 请,1.0 听说技能 Kemahiran Mendengar Dan Bertutur
1,BAHASA CINA (SK) 国小华语,,2.0 阅读技能 Kemahiran Membaca,2.1 识别和认读教材中的汉字。做到认清字形，读准字音，理解字义‚ 并能借助工具书认识汉字。,2.1.1认识教材中的汉字，做到认清字形，读准字音，理解字义。,,四 请问,2.0 阅读技能 Kemahiran Membaca
1,BAHASA CINA (SK) 国小华语,,2.0 阅读技能 Kemahiran Membaca,2.2阅读和理解文字材料以获取信息，养成良好的阅读习惯。,2.2.1阅读和理解文字材料。初步认读和理解基本字词，获取信息，并养成良好的阅读习惯。,,五 你好,2.0 阅读技能 Kemahiran Membaca
1,BAHASA CINA (SK) 国小华语,,3.0 书写技能 Kemahiran Menulis,3.1 书写正楷，做到笔画和笔顺正确，字的间架结构匀称，字体整齐、规范，并对书写汉字有兴趣。,3.1.1以铅笔在田字格上书写正楷，做到坐姿、执笔、笔画和笔顺正确‚ 并对书写汉字初步产生兴趣。,,六 我的家人,3.0 书写技能 Kemahiran Menulis
1,BAHASA CINA (SK) 国小华语,,3.0 书写技能 Kemahiran Menulis,3.2 进行书面表达。能完成简单的书写任务，对汉语书面表达有兴趣。,3.2.1 进行书面表达，能写出基本的个人信息，初步具备填写能力，对汉语书写产生兴趣。,,七 我的身体,3.0 书写技能 Kemahiran Menulis
1,BAHASA CINA (SK) 国小华语,,4.0 趣味语文 Didik Hibur,4.1 进行语言文字游戏。以有趣的形式加强语言文字的掌握。,4.1.1 进行语言文字游戏。以有趣的形式加强语言文字的掌握。,,八 我的小天地,4.0 趣味语文 Didik Hibur
1,BAHASA CINA (SK) 国小华语,,4.0 趣味语文 Didik Hibur,4.2诵读和演绎教材。以有趣的形式操练语音。,4.2.1诵读和演绎教材。以有趣的形式操练语音，做到语音语调恰当。,,九 七彩世界,4.0 趣味语文 Didik Hibur
1,BAHASA CINA (SK) 国小华语,,4.0 趣味语文 Didik Hibur,4.3 认识传统文化礼仪，提高应用华语的能力。,4.3.1 认识传统文化礼仪，提高应用华语的能力。,,十 爱好,4.0 趣味语文 Didik Hibur
1,BAHASA CINA (SK) 国小华语,,5.0 语文基础知识 Tatabahasa,5.1 掌握汉字的基本知识。加强汉字的识记与书写。,5.1.1掌握汉字的基本知识。了解常用汉字的形、音、义，加强汉字的识记与书写。,,十一 今天天气好,5.0 语文基础知识 Tatabahasa
1,BAHASA CINA (SK) 国小华语,,5.0 语文基础知识 Tatabahasa,5.2 学会汉语拼音，掌握基本的语音知识。做到语音标准。,5.2.1 学会汉语拼音，能认读基本音节，在说话和阅读时能读好有关字音。,,十二 好朋友,5.0 语文基础知识 Tatabahasa
1,BAHASA CINA (SK) 国小华语,,5.0 语文基础知识 Tatabahasa,5.3 掌握基本词语知识，学会常用字词的意义和用法。懂得用适当的字词与人沟通。,5.3.1 初步认识与个人日常生活中常用字词的意义和用法。,,十三 你爱吃什么,5.0 语文基础知识 Tatabahasa
1,BAHASA CINA (SK) 国小华语,,5.0 语文基础知识 Tatabahasa,5.4 初步认识基本常用句型，能理解简短的句子，并懂得表达简单的信息。,5.4.1 初步认识基本常用句型，能理解简短的句子，并懂得表达简单的信息。,,十四 我长大了,5.0 语文基础知识 Tatabahasa
2,BAHASA CINA (SK) 国小华语,,1.0 听说技能 Kemahiran Mendengar Dan Bertutur,1.1 进行口语交际。在日常生活中能有礼地与人交流，并遵守汉语交际的基本礼仪。,1.1.1 进行口语交际，听懂他人的问候，并做适当的反应，态度自然有礼。,,单元一 我的名字,1.0 听说技能 Kemahiran Mendengar Dan Bertutur
2,BAHASA CINA (SK) 国小华语,,1.0 听说技能 Kemahiran Mendengar Dan Bertutur,1.2 聆听话语。能听懂内容，抓住重点，作出适当的反应，并养成良好的聆听习惯。,1.2.1 聆听话语，听懂日常生活的常用字词。,,单元二 我有一双眼睛,1.0 听说技能 Kemahiran Mendengar Dan Bertutur
2,BAHASA CINA (SK) 国小华语,,1.0 听说技能 Kemahiran Mendengar Dan Bertutur,1.3 进行口头表达。能简单地讲述或说明个人和日常生活中所熟悉的话题，做到表达清楚，言语流畅自然。,1.3.1 进行口头表达。能用简单的词语说出基本的需求和给出指示，做到表达清楚。培养勇于表达，喜欢表达的精神。,,单元三 这是我的家,1.0 听说技能 Kemahiran Mendengar Dan Bertutur
2,BAHASA CINA (SK) 国小华语,,2.0 阅读技能 Kemahiran Membaca,2.1识别和认读教材中的汉字。做到认清字形，读准字音，理解字义。,2.1.1 认识教材中的汉字，做到认清字形，读准字音，理解字义。,,单元四 他们是谁,2.0 阅读技能 Kemahiran Membaca
2,BAHASA CINA (SK) 国小华语,,2.0 阅读技能 Kemahiran Membaca,2.2阅读和理解文字材料以获取信息，养成良好的阅读习惯。,2.2.1 阅读和理解文字材料，认读和理解基本字词，获取信息，并养成良好的阅读习惯。,,单元五 对不起,2.0 阅读技能 Kemahiran Membaca
2,BAHASA CINA (SK) 国小华语,,3.0 书写技能 Kemahiran Menulis,3.1能用铅笔写字，做到笔画和笔顺正确，字体整齐、规范，字的间架结构匀称。,3.1.1 以铅笔在田字格上书写正楷，做到坐姿、执笔、笔画和笔顺正确。,,单元六 数一数,3.0 书写技能 Kemahiran Menulis
2,BAHASA CINA (SK) 国小华语,,3.0 书写技能 Kemahiran Menulis,3.2进行书面表达。能完成简单的书写任务，对汉语书面表达有兴趣。,3.2.1 抄写和填写个人信息，初步具备书面表达能力，对汉语书写产生兴趣。,,单元七 我的猫,3.0 书写技能 Kemahiran Menulis
2,BAHASA CINA (SK) 国小华语,,4.0 趣味语文 Didik Hibur,4.1进行语文游戏。以有趣的形式，积累词汇，操练语音。,4.1.1 进行语文游戏。以有趣的形式，积累词汇，操练语音。,,单元八 今天是星期一,4.0 趣味语文 Didik Hibur
2,BAHASA CINA (SK) 国小华语,,4.0 趣味语文 Didik Hibur,4.2诵读和演绎教材。做到语音语调恰当。,4.2.1 诵读和演绎教材。做到语音语调恰当。.,,单元九 现在是下午四时,4.0 趣味语文 Didik Hibur
2,BAHASA CINA (SK) 国小华语,,4.0 趣味语文 Didik Hibur,4.3 认识传统文化习俗，相互了解，互相学习。,4.3.1 认识传统文化习俗，相互了解，互相学习。,,单元十 你会踢球吗？,4.0 趣味语文 Didik Hibur
2,BAHASA CINA (SK) 国小华语,,5.0 语文基础知识 Tatabahasa,5.1 掌握汉字的基本知识。加强汉字的识记与书写。,5.1.1 初步掌握所学的汉字，加强汉字的识记与书写。,,单元十一 一起去游玩,5.0 语文基础知识 Tatabahasa
2,BAHASA CINA (SK) 国小华语,,5.0 语文基础知识 Tatabahasa,5.2 学会汉语拼音，掌握基本的语音知识。做到语音标准。,5.2.1 学会认读基本音节，在说话和阅读时能读好有关字音。,,单元九 你要喝什么,5.0 语文基础知识 Tatabahasa
2,BAHASA CINA (SK) 国小华语,,5.0 语文基础知识 Tatabahasa,5.3 学会常用字词的意义和用法。懂得用适当的字词与人沟通。,5.3.1 初步认识与个人日常生活中常用字词的意义和用法。,,,5.0 语文基础知识 Tatabahasa
2,BAHASA CINA (SK) 国小华语,,5.0 语文基础知识 Tatabahasa,5.4 学会常用句型。懂得用适当的句子表达简单信息。,5.4.1 初步认识基本常用句型。,,,5.0 语文基础知识 Tatabahasa
